Verification	Agent	Type	Rent	Location	Bedroom	Bathroom	Area
VERIFIED	SUPERAGENT	Office Space	"130,200 AED/year"	"One Lake Plaza, JLT Cluster T, Jumeirah Lake Towers, Dubai"	N/A	1	"1,240 sqft"
VERIFIED	SUPERAGENT	Office Space	"145,000 AED/year"	"One Lake Plaza, JLT Cluster T, Jumeirah Lake Towers, Dubai"	N/A	1	"1,373 sqft"
N/A	SUPERAGENT	Show Room	"1,300,000 AED/year"	"Corniche Plaza Building, Al Salam Street, Abu Dhabi"	N/A	6	"14,550 sqft"
VERIFIED	SUPERAGENT	Office Space	"80,000 AED/year"	"Tamani Art Tower, Business Bay, Dubai"	N/A	N/A	439 sqft
VERIFIED	SUPERAGENT	Office Space	"69,900 AED/year"	"Tamani Art Tower, Business Bay, Dubai"	N/A	N/A	314 sqft
VERIFIED	SUPERAGENT	Office Space	"200,000 AED/year"	"Iris Bay, Business Bay, Dubai"	N/A	1	"1,468 sqft"
VERIFIED	SUPERAGENT	Retail	"1,690,733 AED/year"	"Marriott Executive Apartments, Al Barsha South, Al Barsha, Dubai"	N/A	N/A	"6,038 sqft"
VERIFIED	SUPERAGENT	Retail	"232,311 AED/year"	"Marriott Executive Apartments, Al Barsha South, Al Barsha, Dubai"	N/A	N/A	829 sqft
VERIFIED	SUPERAGENT	Retail	"290,599 AED/year"	"Marriott Executive Apartments, Al Barsha South, Al Barsha, Dubai"	N/A	N/A	"1,037 sqft"
VERIFIED	SUPERAGENT	Shop	"90,000 AED/year"	"AZIZI Riviera, Meydan One, Meydan, Dubai"	N/A	1	397 sqft
VERIFIED	SUPERAGENT	Shop	"250,000 AED/year"	"AZIZI Riviera, Meydan One, Meydan, Dubai"	N/A	1	"1,263 sqft"
VERIFIED	SUPERAGENT	Retail	"81,000 AED/year"	"AZIZI Riviera, Meydan One, Meydan, Dubai"	N/A	N/A	304 sqft
VERIFIED	SUPERAGENT	Office Space	"750,000 AED/year"	"Bay Square Building 2, Bay Square, Business Bay, Dubai"	N/A	N/A	"1,702 sqft"
VERIFIED	SUPERAGENT	Office Space	"1,500,000 AED/year"	"Building 4, Emaar Square, Downtown Dubai, Dubai"	N/A	N/A	"3,298 sqft"
VERIFIED	SUPERAGENT	Office Space	"730,000 AED/year"	"Bay Square Building 10, Bay Square, Business Bay, Dubai"	N/A	N/A	"1,617 sqft"
VERIFIED	SUPERAGENT	Office Space	"220,000 AED/year"	"Binghatti Emerald, Jumeirah Village Circle, Dubai"	N/A	2	"1,050 sqft"
VERIFIED	SUPERAGENT	Office Space	"438,400 AED/year"	"Jumeirah Business Centre 5 (JBC 5), JLT Cluster W, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,098 sqft"
VERIFIED	N/A	Office Space	"1,100,000 AED/year"	"Boulevard Plaza 1, Boulevard Plaza Towers, Downtown Dubai, Dubai"	N/A	1	"2,121 sqft"
VERIFIED	SUPERAGENT	Office Space	"160,000 AED/year"	"Bayswater, Business Bay, Dubai"	N/A	1	810 sqft
N/A	SUPERAGENT	Shop	"55,000 AED/year"	"Baniyas West, Baniyas, Abu Dhabi"	N/A	N/A	236 sqft
N/A	SUPERAGENT	Shop	"162,932 AED/year"	"Baniyas West, Baniyas, Abu Dhabi"	N/A	N/A	762 sqft
VERIFIED	SUPERAGENT	Office Space	"99,999 AED/year"	"Dubai Star, JLT Cluster L, Jumeirah Lake Towers, Dubai"	N/A	N/A	776 sqft
VERIFIED	SUPERAGENT	Office Space	"185,000 AED/year"	"Al Manara Tower, Business Bay, Dubai"	N/A	1	823 sqft
VERIFIED	SUPERAGENT	Office Space	"225,000 AED/year"	"Sobha Ivory Tower 2, Sobha Ivory Towers, Business Bay, Dubai"	N/A	N/A	"1,490 sqft"
VERIFIED	SUPERAGENT	Retail	"170,000 AED/year"	"AZIZI Riviera, Meydan One, Meydan, Dubai"	N/A	N/A	403 sqft
VERIFIED	SUPERAGENT	Shop	"130,000 AED/year"	"AZIZI Riviera, Meydan One, Meydan, Dubai"	N/A	N/A	400 sqft
VERIFIED	SUPERAGENT	Office Space	"450,000 AED/year"	"Bay Square Building 11, Bay Square, Business Bay, Dubai"	N/A	N/A	"1,704 sqft"
VERIFIED	SUPERAGENT	Office Space	"197,500 AED/year"	"Jumeirah Business Centre 2 (JBC 2), JLT Cluster V, Jumeirah Lake Towers, Dubai"	N/A	1	"1,141 sqft"
VERIFIED	SUPERAGENT	Office Space	"80,000 AED/year"	"Tamani Art Tower, Business Bay, Dubai"	N/A	N/A	439 sqft
VERIFIED	SUPERAGENT	Office Space	"189,000 AED/year"	"Armada Tower 2, JLT Cluster P, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,259 sqft"
VERIFIED	SUPERAGENT	Office Space	"185,000 AED/year"	"HDS Business Centre, JLT Cluster M, Jumeirah Lake Towers, Dubai"	N/A	1	"1,005 sqft"
VERIFIED	SUPERAGENT	Office Space	"623,532 AED/year"	"Almas Tower, Lake Almas East, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,558 sqft"
VERIFIED	SUPERAGENT	Office Space	"315,000 AED/year"	"Mazaya Business Avenue AA1, Mazaya Business Avenue, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,260 sqft"
VERIFIED	SUPERAGENT	Office Space	"125,000 AED/year"	"Tiffany Tower, JLT Cluster W, Jumeirah Lake Towers, Dubai"	N/A	1	894 sqft
VERIFIED	SUPERAGENT	Office Space	"125,000 AED/year"	"Tiffany Tower, JLT Cluster W, Jumeirah Lake Towers, Dubai"	N/A	1	894 sqft
VERIFIED	SUPERAGENT	Office Space	"165,000 AED/year"	"The Exchange, Business Bay, Dubai"	N/A	N/A	968 sqft
VERIFIED	SUPERAGENT	Office Space	"187,600 AED/year"	"The Prism, Business Bay, Dubai"	N/A	2	961 sqft
VERIFIED	SUPERAGENT	Office Space	"350,000 AED/year"	"The Binary Tower, Business Bay, Dubai"	N/A	1	867 sqft
VERIFIED	SUPERAGENT	Office Space	"87,998 AED/year"	"Mazaya Business Avenue BB2, Mazaya Business Avenue, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,260 sqft"
VERIFIED	SUPERAGENT	Office Space	"650,000 AED/year"	"Latifa Tower, Sheikh Zayed Road, Dubai"	N/A	N/A	"2,894 sqft"
VERIFIED	SUPERAGENT	Office Space	"350,000 AED/year"	"HDS Tower, JLT Cluster F, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,258 sqft"
VERIFIED	SUPERAGENT	Office Space	"350,000 AED/year"	"Jumeirah Business Centre 5 (JBC 5), JLT Cluster W, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,399 sqft"
VERIFIED	SUPERAGENT	Office Space	"215,000 AED/year"	"The Prism, Business Bay, Dubai"	N/A	N/A	"1,158 sqft"
VERIFIED	SUPERAGENT	Office Space	"160,000 AED/year"	"Bayswater, Business Bay, Dubai"	N/A	N/A	832 sqft
VERIFIED	SUPERAGENT	Office Space	"270,000 AED/year"	"Bayswater, Business Bay, Dubai"	N/A	N/A	"1,628 sqft"
VERIFIED	SUPERAGENT	Office Space	"165,000 AED/year"	"Bayswater, Business Bay, Dubai"	N/A	N/A	752 sqft
VERIFIED	SUPERAGENT	Retail	"240,000 AED/year"	"AZIZI Riviera, Meydan One, Meydan, Dubai"	N/A	N/A	580 sqft
VERIFIED	SUPERAGENT	Office Space	"95,000 AED/year"	"Goldcrest Executive, JLT Cluster C, Jumeirah Lake Towers, Dubai"	N/A	N/A	851 sqft
VERIFIED	SUPERAGENT	Office Space	"225,000 AED/year"	"Jumeirah Business Centre 2 (JBC 2), JLT Cluster V, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,098 sqft"
VERIFIED	SUPERAGENT	Office Space	"160,000 AED/year"	"Silver Tower, Business Bay, Dubai"	N/A	1	"1,024 sqft"
VERIFIED	SUPERAGENT	Office Space	"165,000 AED/year"	"The Binary Tower, Business Bay, Dubai"	N/A	N/A	667 sqft
VERIFIED	SUPERAGENT	Office Space	"150,000 AED/year"	"Silver Tower, Business Bay, Dubai"	N/A	1	"1,123 sqft"
VERIFIED	SUPERAGENT	Office Space	"210,980 AED/year"	"Clover Bay Tower, Business Bay, Dubai"	N/A	1	959 sqft
VERIFIED	SUPERAGENT	Office Space	"212,300 AED/year"	"Clover Bay Tower, Business Bay, Dubai"	N/A	N/A	965 sqft
VERIFIED	SUPERAGENT	Office Space	"178,870 AED/year"	"Capital Golden Tower, Business Bay, Dubai"	N/A	1	"1,154 sqft"
VERIFIED	SUPERAGENT	Office Space	"256,525 AED/year"	"Capital Golden Tower, Business Bay, Dubai"	N/A	N/A	"1,655 sqft"
VERIFIED	SUPERAGENT	Office Space	"130,000 AED/year"	"Bayswater, Business Bay, Dubai"	N/A	1	806 sqft
VERIFIED	SUPERAGENT	Office Space	"469,999 AED/year"	"Bay Square Building 2, Bay Square, Business Bay, Dubai"	N/A	N/A	"1,593 sqft"
VERIFIED	SUPERAGENT	Office Space	"130,000 AED/year"	"Stadium Point, Dubai Sports City, Dubai"	N/A	N/A	"1,160 sqft"
VERIFIED	SUPERAGENT	Office Space	"140,000 AED/year"	"Binghatti Emerald, Jumeirah Village Circle, Dubai"	N/A	2	635 sqft
VERIFIED	SUPERAGENT	Office Space	"95,000 AED/year"	"Jumeirah Bay Towers, Jumeirah Lake Towers, Dubai"	N/A	1	861 sqft
VERIFIED	SUPERAGENT	Office Space	"62,000 AED/year"	"Tamani Art Tower, Business Bay, Dubai"	N/A	1	309 sqft
VERIFIED	SUPERAGENT	Office Space	"225,000 AED/year"	"Westburry Tower 1, Westburry Square, Business Bay, Dubai"	N/A	N/A	"1,181 sqft"
VERIFIED	SUPERAGENT	Office Space	"80,000 AED/year"	"Dubai Star, JLT Cluster L, Jumeirah Lake Towers, Dubai"	N/A	2	785 sqft
VERIFIED	SUPERAGENT	Office Space	"699,000 AED/year"	"Bay Square Building 11, Bay Square, Business Bay, Dubai"	N/A	N/A	"1,720 sqft"
VERIFIED	SUPERAGENT	Office Space	"363,000 AED/year"	"Bay Square Building 9, Bay Square, Business Bay, Dubai"	N/A	N/A	660 sqft
VERIFIED	SUPERAGENT	Office Space	"100,000 AED/year"	"Binghatti House, Jumeirah Village Circle, Dubai"	N/A	1	526 sqft
N/A	SUPERAGENT	Land	"538,200 AED/year"	"Al Riqqa, Umm Al Quwain"	N/A	N/A	"53,819 sqft"
N/A	SUPERAGENT	Business Centre	"100,000 AED/year"	"The One Tower, Barsha Heights (Tecom), Dubai"	N/A	1	200 sqft
N/A	SUPERAGENT	Warehouse	"3,850,000 AED/year"	"Industrial Area 1, Emirates Modern Industrial, Umm Al Quwain"	N/A	2	"110,000 sqft"
N/A	SUPERAGENT	Warehouse	"1,925,000 AED/year"	"Umm Al Thuoob, Umm Al Quwain"	N/A	2	"55,000 sqft"
VERIFIED	SUPERAGENT	Office Space	"150,000 AED/year"	"Silver Tower (Ag Tower), JLT Cluster I, Jumeirah Lake Towers, Dubai"	N/A	N/A	897 sqft
N/A	SUPERAGENT	Villa	"550,000 AED/year"	"Marina Sunset Bay, The Marina, Abu Dhabi"	N/A	5	"5,554 sqft"
N/A	SUPERAGENT	Office Space	"314,000 AED/year"	"Al Jazeera Towers, Hamdan Street, Abu Dhabi"	N/A	4	"3,562 sqft"
N/A	SUPERAGENT	Office Space	"331,000 AED/year"	"Al Ghaith Tower, Hamdan Street, Abu Dhabi"	N/A	4	"3,561 sqft"
N/A	SUPERAGENT	Office Space	"35,000 AED/year"	"Dafan Al Nakheel, Ras Al Khaimah"	N/A	2	"1,500 sqft"
VERIFIED	N/A	Office Space	"280,000 AED/year"	"The Burlington, Business Bay, Dubai"	N/A	N/A	877 sqft
VERIFIED	N/A	Office Space	"500,000 AED/year"	"Executive Tower D (Aspect Tower), Executive Towers, Business Bay, Dubai"	N/A	1	"1,843 sqft"
VERIFIED	SUPERAGENT	Office Space	"80,000 AED/year"	"Tamani Art Tower, Business Bay, Dubai"	N/A	N/A	439 sqft
VERIFIED	SUPERAGENT	Retail	"189,888 AED/year"	"AZIZI Riviera, Meydan One, Meydan, Dubai"	N/A	N/A	457 sqft
VERIFIED	SUPERAGENT	Office Space	"120,000 AED/year"	"Binghatti House, Jumeirah Village Circle, Dubai"	N/A	1	526 sqft
N/A	SUPERAGENT	Show Room	"800,000 AED/year"	"Downtown Campus, Al Markaziyah West, Al Markaziyah, Abu Dhabi"	N/A	N/A	"7,911 sqft"
N/A	SUPERAGENT	Office Space	"715,000 AED/year"	"Baynunah Street, Al Bateen, Abu Dhabi"	N/A	3	"9,100 sqft"
VERIFIED	SUPERAGENT	Office Space	"439,200 AED/year"	"Jumeirah Business Centre 5 (JBC 5), JLT Cluster W, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,098 sqft"
N/A	SUPERAGENT	Office Space	"40,000 AED/year"	"Julphar Commercial Tower, Julphar Towers, Al Nakheel, Ras Al Khaimah"	N/A	1	920 sqft
N/A	SUPERAGENT	Office Space	"39,950 AED/year"	"Julphar Commercial Tower, Julphar Towers, Al Nakheel, Ras Al Khaimah"	N/A	1	785 sqft
VERIFIED	SUPERAGENT	Office Space	"135,000 AED/year"	"Fortune Tower, JLT Cluster C, Jumeirah Lake Towers, Dubai"	N/A	3	"1,034 sqft"
VERIFIED	SUPERAGENT	Office Space	"130,000 AED/year"	"The Prism, Business Bay, Dubai"	N/A	N/A	950 sqft
VERIFIED	SUPERAGENT	Office Space	"250,000 AED/year"	"Park Tower B, Park Towers, DIFC, Dubai"	N/A	N/A	908 sqft
VERIFIED	SUPERAGENT	Office Space	"70,000 AED/year"	"Tamani Art Tower, Business Bay, Dubai"	N/A	N/A	439 sqft
N/A	SUPERAGENT	Shop	"82,000 AED/year"	"Golf Community, Al Zorah, Ajman"	N/A	N/A	624 sqft
N/A	SUPERAGENT	Office Space	"165,000 AED/year"	"Jumeirah Business Centre 2 (JBC 2), JLT Cluster V, Jumeirah Lake Towers, Dubai"	N/A	2	"1,098 sqft"
VERIFIED	SUPERAGENT	Retail	"180,000 AED/year"	"AZIZI Riviera 46, Meydan One, Meydan, Dubai"	N/A	N/A	488 sqft
N/A	SUPERAGENT	Office Space	"8,000,000 AED/year"	"Khalidiya Street, Al Khalidiya, Abu Dhabi"	N/A	7+	"62,430 sqft"
N/A	SUPERAGENT	Land	"975,000 AED/year"	"Freezone North, Jebel Ali Freezone, Jebel Ali, Dubai"	N/A	N/A	"65,000 sqft"
VERIFIED	SUPERAGENT	Retail	"130,000 AED/year"	"AZIZI Riviera, Meydan One, Meydan, Dubai"	N/A	1	415 sqft
VERIFIED	SUPERAGENT	Office Space	"190,000 AED/year"	"Empire Heights 2, Empire Heights, Business Bay, Dubai"	N/A	N/A	"1,192 sqft"
VERIFIED	SUPERAGENT	Office Space	"130,000 AED/year"	"The Metropolis, Business Bay, Dubai"	N/A	N/A	634 sqft
VERIFIED	SUPERAGENT	Office Space	"630,800 AED/year"	"Jumeirah Business Centre 5 (JBC 5), JLT Cluster W, Jumeirah Lake Towers, Dubai"	N/A	2	"3,154 sqft"
VERIFIED	SUPERAGENT	Office Space	"184,999 AED/year"	"HDS Tower, JLT Cluster F, Jumeirah Lake Towers, Dubai"	N/A	1	"1,089 sqft"
N/A	SUPERAGENT	Warehouse	"2,275,000 AED/year"	"Technology Park, Dubai"	N/A	N/A	"65,000 sqft"
VERIFIED	SUPERAGENT	Shop	"145,000 AED/year"	"AZIZI Riviera, Meydan One, Meydan, Dubai"	N/A	N/A	301 sqft
VERIFIED	SUPERAGENT	Office Space	"235,000 AED/year"	"Westburry Tower 1, Westburry Square, Business Bay, Dubai"	N/A	N/A	"1,018 sqft"
N/A	SUPERAGENT	Shop	"257,500 AED/year"	"Binghatti Amber, Jumeirah Village Circle, Dubai"	N/A	N/A	"1,667 sqft"
VERIFIED	SUPERAGENT	Office Space	"200,000 AED/year"	"Oxford Tower, Business Bay, Dubai"	N/A	N/A	"1,240 sqft"
VERIFIED	SUPERAGENT	Office Space	"471,900 AED/year"	"Bay Square Building 2, Bay Square, Business Bay, Dubai"	N/A	N/A	"1,573 sqft"
VERIFIED	SUPERAGENT	Shop	"58,100 AED/year"	"Z02, England Cluster, International City, Dubai"	N/A	1	581 sqft
VERIFIED	SUPERAGENT	Office Space	"139,999 AED/year"	"Churchill Executive Tower, Churchill Towers, Business Bay, Dubai"	N/A	1	865 sqft
VERIFIED	SUPERAGENT	Office Space	"1,500,000 AED/year"	"The Opus, Business Bay, Dubai"	N/A	N/A	"3,020 sqft"
VERIFIED	SUPERAGENT	Office Space	"223,614 AED/year"	"Fortune Tower, JLT Cluster C, Jumeirah Lake Towers, Dubai"	N/A	1	"1,863 sqft"
VERIFIED	SUPERAGENT	Office Space	"200,000 AED/year"	"Fortune Executive, JLT Cluster T, Jumeirah Lake Towers, Dubai"	N/A	1	"1,269 sqft"
VERIFIED	SUPERAGENT	Office Space	"450,000 AED/year"	"Reef Tower, JLT Cluster O, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,801 sqft"
VERIFIED	SUPERAGENT	Office Space	"1,600,000 AED/year"	"Almas Tower, Lake Almas East, Jumeirah Lake Towers, Dubai"	N/A	N/A	"3,201 sqft"
VERIFIED	SUPERAGENT	Office Space	"1,600,000 AED/year"	"Almas Tower, Lake Almas East, Jumeirah Lake Towers, Dubai"	N/A	N/A	"2,956 sqft"
VERIFIED	SUPERAGENT	Office Space	"106,210 AED/year"	"Gold Tower (Au Tower), JLT Cluster I, Jumeirah Lake Towers, Dubai"	N/A	N/A	558 sqft
N/A	SUPERAGENT	Office Space	"377,276 AED/year"	"Al Muntazah, Abu Dhabi"	N/A	N/A	"2,765 sqft"
VERIFIED	SUPERAGENT	Office Space	"219,000 AED/year"	"The Exchange, Business Bay, Dubai"	N/A	N/A	"1,325 sqft"
VERIFIED	SUPERAGENT	Shop	"85,000 AED/year"	"XL Tower, Business Bay, Dubai"	N/A	N/A	266 sqft
VERIFIED	SUPERAGENT	Office Space	"200,000 AED/year"	"The Prism, Business Bay, Dubai"	N/A	1	982 sqft
VERIFIED	SUPERAGENT	Office Space	"295,000 AED/year"	"Jumeirah Business Centre 2 (JBC 2), JLT Cluster V, Jumeirah Lake Towers, Dubai"	N/A	1	"1,443 sqft"
N/A	SUPERAGENT	Office Space	"210,000 AED/year"	"Iris Bay, Business Bay, Dubai"	N/A	1	"1,243 sqft"
VERIFIED	N/A	Office Space	"739,999 AED/year"	"Bay Square Building 7, Bay Square, Business Bay, Dubai"	N/A	N/A	"2,659 sqft"
VERIFIED	SUPERAGENT	Office Space	"130,000 AED/year"	"XL Tower, Business Bay, Dubai"	N/A	N/A	941 sqft
VERIFIED	SUPERAGENT	Office Space	"85,000 AED/year"	"Park Lane Tower, Business Bay, Dubai"	N/A	N/A	368 sqft
VERIFIED	N/A	Retail	"65,000 AED/year"	"Park Towers Podium, Park Towers, DIFC, Dubai"	N/A	N/A	450 sqft
VERIFIED	SUPERAGENT	Office Space	"135,000 AED/year"	"Gold Tower (Au Tower), JLT Cluster I, Jumeirah Lake Towers, Dubai"	N/A	N/A	638 sqft
VERIFIED	SUPERAGENT	Office Space	"145,000 AED/year"	"One Lake Plaza, JLT Cluster T, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,345 sqft"
VERIFIED	SUPERAGENT	Office Space	"300,000 AED/year"	"Almas Tower, Lake Almas East, Jumeirah Lake Towers, Dubai"	N/A	N/A	781 sqft
VERIFIED	SUPERAGENT	Shop	"259,077 AED/year"	"Al Manara Tower, Business Bay, Dubai"	N/A	1	913 sqft
VERIFIED	SUPERAGENT	Office Space	"350,000 AED/year"	"Extreme Waterfront Offices, Dubai Marina, Dubai"	N/A	2	"1,375 sqft"
VERIFIED	SUPERAGENT	Office Space	"350,000 AED/year"	"Extreme Waterfront Offices, Dubai Marina, Dubai"	N/A	2	"1,368 sqft"
VERIFIED	SUPERAGENT	Office Space	"135,000 AED/year"	"The Burlington, Business Bay, Dubai"	N/A	N/A	521 sqft
VERIFIED	SUPERAGENT	Office Space	"1,450,000 AED/year"	"The Opus, Business Bay, Dubai"	N/A	1	"3,020 sqft"
N/A	SUPERAGENT	Shop	"90,000 AED/year"	"M-40, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	1	645 sqft
N/A	SUPERAGENT	Warehouse	"316,250 AED/year"	"Phase 2, Dubai Investment Park (DIP), Dubai"	N/A	N/A	"5,747 sqft"
N/A	SUPERAGENT	Office Space	"990,000 AED/year"	"Prestige Towers, Mohamed Bin Zayed City, Abu Dhabi"	N/A	4	"13,455 sqft"
VERIFIED	SUPERAGENT	Office Space	"500,000 AED/year"	"Swiss Tower, JLT Cluster Y, Jumeirah Lake Towers, Dubai"	N/A	1	"1,242 sqft"
VERIFIED	SUPERAGENT	Office Space	"301,283 AED/year"	"Mazaya Business Avenue AA1, Mazaya Business Avenue, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,205 sqft"
VERIFIED	SUPERAGENT	Office Space	"417,000 AED/year"	"I Rise Tower, Barsha Heights (Tecom), Dubai"	N/A	N/A	"1,856 sqft"
VERIFIED	SUPERAGENT	Office Space	"438,176 AED/year"	"Jumeirah Business Centre 4 (JBC 4), JLT Cluster N, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,095 sqft"
VERIFIED	SUPERAGENT	Office Space	"120,000 AED/year"	"Park Lane Tower, Business Bay, Dubai"	N/A	N/A	654 sqft
VERIFIED	SUPERAGENT	Office Space	"375,000 AED/year"	"Opal Tower, Business Bay, Dubai"	N/A	N/A	"2,204 sqft"
VERIFIED	SUPERAGENT	Office Space	"350,000 AED/year"	"The Prime Tower, Business Bay, Dubai"	N/A	N/A	"1,173 sqft"
VERIFIED	SUPERAGENT	Shop	"160,000 AED/year"	"Azizi Riviera 23, Meydan One, Meydan, Dubai"	N/A	N/A	450 sqft
VERIFIED	N/A	Office Space	"439,200 AED/year"	"Jumeirah Business Centre 2 (JBC 2), JLT Cluster V, Jumeirah Lake Towers, Dubai"	N/A	1	"1,098 sqft"
VERIFIED	N/A	Office Space	"100,000 AED/year"	"Goldcrest Executive, JLT Cluster C, Jumeirah Lake Towers, Dubai"	N/A	1	854 sqft
VERIFIED	N/A	Office Space	"110,000 AED/year"	"Dubai Star, JLT Cluster L, Jumeirah Lake Towers, Dubai"	N/A	1	777 sqft
VERIFIED	N/A	Office Space	"110,000 AED/year"	"Armada Tower 2, JLT Cluster P, Jumeirah Lake Towers, Dubai"	N/A	1	874 sqft
VERIFIED	SUPERAGENT	Shop	"374,999 AED/year"	"Rokane G25, Jumeirah Village Circle, Dubai"	N/A	1	944 sqft
VERIFIED	SUPERAGENT	Office Space	"450,000 AED/year"	"Bay Square Building 12, Bay Square, Business Bay, Dubai"	N/A	N/A	"1,565 sqft"
VERIFIED	SUPERAGENT	Office Space	"360,000 AED/year"	"Almas Tower, Lake Almas East, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,042 sqft"
VERIFIED	SUPERAGENT	Office Space	"130,000 AED/year"	"Dubai Star, JLT Cluster L, Jumeirah Lake Towers, Dubai"	N/A	1	917 sqft
VERIFIED	SUPERAGENT	Office Space	"272,470 AED/year"	"Mazaya Business Avenue AA1, Mazaya Business Avenue, Jumeirah Lake Towers, Dubai"	N/A	1	"1,757 sqft"
VERIFIED	SUPERAGENT	Office Space	"95,000 AED/year"	"Armada Tower 2, JLT Cluster P, Jumeirah Lake Towers, Dubai"	N/A	1	750 sqft
VERIFIED	SUPERAGENT	Office Space	"100,000 AED/year"	"Jumeirah Bay X3, JLT Cluster X, Jumeirah Lake Towers, Dubai"	N/A	1	710 sqft
N/A	SUPERAGENT	Warehouse	"327,250 AED/year"	"KIZAD, Al Samha, Abu Dhabi"	N/A	N/A	"6,405 sqft"
N/A	SUPERAGENT	Warehouse	"1,310,100 AED/year"	"KIZAD, Al Samha, Abu Dhabi"	N/A	N/A	"25,620 sqft"
N/A	SUPERAGENT	Warehouse	"2,618,000 AED/year"	"KIZAD, Al Samha, Abu Dhabi"	N/A	N/A	"51,241 sqft"
N/A	SUPERAGENT	Warehouse	"654,500 AED/year"	"KIZAD, Al Samha, Abu Dhabi"	N/A	N/A	"12,815 sqft"
N/A	SUPERAGENT	Warehouse	"1,636,250 AED/year"	"KIZAD, Al Samha, Abu Dhabi"	N/A	N/A	"32,025 sqft"
VERIFIED	SUPERAGENT	Office Space	"900,000 AED/year"	"Marina Plaza, Dubai Marina, Dubai"	N/A	N/A	"3,953 sqft"
N/A	SUPERAGENT	Show Room	"450,000 AED/year"	"Airport Road, Abu Dhabi"	N/A	N/A	"4,300 sqft"
VERIFIED	SUPERAGENT	Office Space	"350,000 AED/year"	"The Burlington, Business Bay, Dubai"	N/A	N/A	544 sqft
VERIFIED	SUPERAGENT	Office Space	"250,000 AED/year"	"The Burlington, Business Bay, Dubai"	N/A	1	878 sqft
VERIFIED	N/A	Office Space	"475,000 AED/year"	"Swiss Tower, JLT Cluster Y, Jumeirah Lake Towers, Dubai"	N/A	2	"2,018 sqft"
VERIFIED	SUPERAGENT	Office Space	"345,000 AED/year"	"Bayswater, Business Bay, Dubai"	N/A	N/A	"1,681 sqft"
VERIFIED	SUPERAGENT	Office Space	"1,200,000 AED/year"	"The Opus, Business Bay, Dubai"	N/A	N/A	"2,841 sqft"
VERIFIED	SUPERAGENT	Office Space	"155,000 AED/year"	"Bayswater, Business Bay, Dubai"	N/A	N/A	750 sqft
VERIFIED	SUPERAGENT	Office Space	"285,000 AED/year"	"Bayswater, Business Bay, Dubai"	N/A	N/A	"1,627 sqft"
VERIFIED	SUPERAGENT	Office Space	"220,000 AED/year"	"The Burlington, Business Bay, Dubai"	N/A	N/A	975 sqft
N/A	SUPERAGENT	Office Space	"39,000 AED/year"	"Al Ghanem Business Center, Al Majaz 3, Al Majaz, Sharjah"	N/A	1	861 sqft
VERIFIED	SUPERAGENT	Office Space	"182,000 AED/year"	"The Metropolis, Business Bay, Dubai"	N/A	N/A	829 sqft
VERIFIED	SUPERAGENT	Office Space	"130,000 AED/year"	"Tiffany Tower, JLT Cluster W, Jumeirah Lake Towers, Dubai"	N/A	1	"1,130 sqft"
VERIFIED	SUPERAGENT	Office Space	"2,250,000 AED/year"	"Boulevard Plaza 1, Boulevard Plaza Towers, Downtown Dubai, Dubai"	N/A	N/A	"3,373 sqft"
VERIFIED	SUPERAGENT	Retail	"398,000 AED/year"	"Binghatti Corner, Jumeirah Village Circle, Dubai"	N/A	1	"1,325 sqft"
VERIFIED	SUPERAGENT	Office Space	"230,992 AED/year"	"Jumeirah Business Centre 4 (JBC 4), JLT Cluster N, Jumeirah Lake Towers, Dubai"	N/A	1	"1,099 sqft"
VERIFIED	SUPERAGENT	Office Space	"284,000 AED/year"	"Jumeirah Business Centre 4 (JBC 4), JLT Cluster N, Jumeirah Lake Towers, Dubai"	N/A	1	"1,351 sqft"
N/A	SUPERAGENT	Business Centre	"40,000 AED/year"	"The Court Tower, Business Bay, Dubai"	N/A	7	100 sqft
VERIFIED	SUPERAGENT	Office Space	"225,000 AED/year"	"Jumeirah Business Centre 5 (JBC 5), JLT Cluster W, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,356 sqft"
N/A	SUPERAGENT	Show Room	"1,200,000 AED/year"	"Corniche Tower, Corniche Road, Abu Dhabi"	N/A	4	"15,000 sqft"
N/A	SUPERAGENT	Office Space	"600,000 AED/year"	"Al Remah Tower, Al Hosn, Al Khalidiya, Abu Dhabi"	N/A	N/A	"16,154 sqft"
VERIFIED	SUPERAGENT	Office Space	"149,999 AED/year"	"Silver Tower (Ag Tower), JLT Cluster I, Jumeirah Lake Towers, Dubai"	N/A	N/A	897 sqft
