Verification,Agent,Type,Price,Location,Bedroom,Bathroom,Area
VERIFIED,N/A,Apartment,"1,100,000 AED","Aykon City Tower C, Aykon City, Business Bay, Dubai",1,1,532 sqft
VERIFIED,N/A,Villa,Ask for price,"Entertainment Foyer, European Clusters, Jumeirah Islands, Dubai",4,5,"5,750 sqft"
VERIFIED,N/A,Villa,"72,000,000 AED","Garden Homes Frond O, Garden Homes, Palm Jumeirah, Dubai",6,6,"7,000 sqft"
VERIFIED,N/A,Villa,"32,000,000 AED","Entertainment Foyer, Islamic Clusters, Jumeirah Islands, Dubai",5,6,"6,147 sqft"
N/A,SUPERAGENT,Villa,"4,100,000 AED","Al Tay Hills, Al Tay West, Al Suyoh, Sharjah",4,6,"4,806 sqft"
N/A,SUPERAGENT,Apartment,"1,384,000 AED","Safa 1, Aljada, Sharjah",2,3,"1,045 sqft"
N/A,SUPERAGENT,Townhouse,"1,699,000 AED","Hayyan, Sharjah",2,4,"1,866 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,350,000 AED","Equiti Residence, Jebel Ali Village, Jebel Ali, Dubai",2,2,"1,064 sqft"
VERIFIED,N/A,Villa,"39,000,000 AED","Garden Homes Frond O, Garden Homes, Palm Jumeirah, Dubai",6,7,"7,383 sqft"
VERIFIED,SUPERAGENT,Duplex,"7,499,990 AED","Peninsula Five, Peninsula, Business Bay, Dubai",3,4,"2,368 sqft"
VERIFIED,SUPERAGENT,Apartment,"4,950,000 AED","Tower A, Damac Bay, Dubai Harbour, Dubai",2,3,"1,613 sqft"
N/A,SUPERAGENT,Villa,"1,600,000 AED","Al Aamra Gardens, Al Amerah, Ajman",5,7,"3,600 sqft"
VERIFIED,SUPERAGENT,Apartment,"6,800,000 AED","Damac Heights, Dubai Marina, Dubai",4,5,"2,330 sqft"
N/A,SUPERAGENT,Townhouse,"1,900,000 AED","The Townhouses at Al Hamra Village, Al Hamra Village, Ras Al Khaimah",3,3,"2,400 sqft"
N/A,SUPERAGENT,Apartment,"450,000 AED","Tiraz, Naseej District, Aljada, Sharjah",studio,1,345 sqft
VERIFIED,N/A,Villa,"26,500,000 AED","The Sundials, Earth, Jumeirah Golf Estates, Dubai",6,7,"9,283 sqft"
VERIFIED,N/A,Villa,"23,500,000 AED","Sienna Lakes, Fire, Jumeirah Golf Estates, Dubai",5,6,"8,188 sqft"
N/A,SUPERAGENT,Apartment,"1,599,000 AED","Darb 4, Al Mamsha, Muwaileh, Sharjah",3,4,"1,560 sqft"
N/A,SUPERAGENT,Villa,"1,750,000 AED","Al Zaheya Gardens, Al Zahya, Ajman",5,7,"3,550 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,600,000 AED","Naseem Townhouses, Town Square, Dubai",3,3,"2,022 sqft"
VERIFIED,N/A,Apartment,"2,300,000 AED","Claverton House 1, Claverton House, Motor City, Dubai",3,4,"2,018 sqft"
VERIFIED,N/A,Townhouse,"3,275,000 AED","Park Residence 1, Park Residences, DAMAC Hills, Dubai",4,3,"1,915 sqft"
N/A,SUPERAGENT,Apartment,"1,599,000 AED","Raseel, Al Mamsha, Muwaileh, Sharjah",3,5,"1,887 sqft"
VERIFIED,SUPERAGENT,Villa,"7,699,999 AED","Hacienda, The Villa, Dubai Land, Dubai",5,6,"7,921 sqft"
VERIFIED,SUPERAGENT,Villa,"11,250,000 AED","The Aldea, The Villa, Dubai Land, Dubai",6,6,"9,074 sqft"
VERIFIED,SUPERAGENT,Villa,"6,699,999 AED","Hacienda, The Villa, Dubai Land, Dubai",5,6,"5,970 sqft"
VERIFIED,SUPERAGENT,Villa,"8,499,999 AED","Ponderosa, The Villa, Dubai Land, Dubai",5,6,"8,515 sqft"
VERIFIED,SUPERAGENT,Villa,"10,199,999 AED","The Centro, The Villa, Dubai Land, Dubai",5,6,"10,058 sqft"
VERIFIED,N/A,Villa,"1,150,000 AED","Reportage Village 1, Dubai Land, Dubai",2,3,947 sqft
VERIFIED,SUPERAGENT,Villa,"12,250,000 AED","Meadows 7, Meadows, Dubai",6,7,"5,000 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,550,000 AED","Equiti Arcade, Al Furjan, Dubai",2,2,"1,224 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,995,000 AED","BLVD Heights Tower 1, BLVD Heights, Downtown Dubai, Dubai",2,3,"1,405 sqft"
VERIFIED,SUPERAGENT,Apartment,"5,100,000 AED","Opera Grand, Burj Khalifa Area, Downtown Dubai, Dubai",2,3,"1,716 sqft"
N/A,SUPERAGENT,Apartment,"2,350,000 AED","Manarat Living, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi",2,3,"1,389 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,265,000 AED","Zahra Apartments 1B, Zahra Apartments, Town Square, Dubai",2,2,930 sqft
VERIFIED,N/A,Apartment,"3,230,292 AED","Marina Shores, Dubai Marina, Dubai",2,2,"1,190 sqft"
VERIFIED,N/A,Apartment,"1,800,000 AED","The Torch, Dubai Marina, Dubai",2,2,"1,258 sqft"
VERIFIED,SUPERAGENT,Townhouse,"4,790,000 AED","Elan, Tilal Al Ghaf, Dubai",4,3,"2,397 sqft"
VERIFIED,SUPERAGENT,Villa,"12,000,000 AED","Mirador, Arabian Ranches, Dubai",5,6,"9,671 sqft"
VERIFIED,SUPERAGENT,Townhouse,"4,000,000 AED","West Village, Al Furjan, Dubai",4,4,"2,260 sqft"
N/A,SUPERAGENT,Apartment,"1,000,000 AED","Pacific Bora Bora, Pacific, Al Marjan Island, Ras Al Khaimah",2,3,945 sqft
VERIFIED,SUPERAGENT,Villa,"13,500,000 AED","Terra Nova, Arabian Ranches, Dubai",5,6,"4,847 sqft"
N/A,SUPERAGENT,Duplex,"1,005,000 AED","Verdana, Dubai Investment Park (DIP), Dubai",2,3,"1,875 sqft"
N/A,SUPERAGENT,Apartment,"1,014,545 AED","Ajman Creek Towers, Al Rashidiya 1, Al Rashidiya, Ajman",2,3,"1,600 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,900,000 AED","MAG Arabic, Mohammed Bin Rashid City, Dubai",3,3,"1,391 sqft"
VERIFIED,SUPERAGENT,Townhouse,"12,600,000 AED","Keturah Reserve, District 7, Mohammed Bin Rashid City, Dubai",4,4,"5,409 sqft"
N/A,SUPERAGENT,Apartment,"1,100,000 AED","Samana Manhattan 1, Jumeirah Village Circle, Dubai",1,2,792 sqft
VERIFIED,SUPERAGENT,Apartment,"1,570,000 AED","Golf Suites, Dubai Hills, Dubai Hills Estate, Dubai",1,1,625 sqft
VERIFIED,N/A,Townhouse,"3,200,000 AED","Maha Townhouses, Town Square, Dubai",4,4,"2,812 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,800,000 AED","Al Rahba, Al Muneera, Al Raha Beach, Abu Dhabi",2,3,"1,496 sqft"
N/A,SUPERAGENT,Apartment,"888,000 AED","Damac Riverside View, Dubai Investment Park (DIP), Dubai",1,2,850 sqft
N/A,SUPERAGENT,Apartment,"1,420,000 AED","Damac Riverside View, Dubai Investment Park (DIP), Dubai",2,3,"1,100 sqft"
N/A,SUPERAGENT,Apartment,"1,414,000 AED","Binghatti Skyrise Tower A, Binghatti Skyrise, Business Bay, Dubai",studio,1,477 sqft
N/A,SUPERAGENT,Apartment,"1,420,000 AED","Damac Riverside View, Dubai Investment Park (DIP), Dubai",2,3,"1,240 sqft"
VERIFIED,N/A,Villa,"7,500,000 AED","Saheel, Arabian Ranches, Dubai",3,3,"3,216 sqft"
VERIFIED,N/A,Townhouse,"5,999,999 AED","Al Reem 1, Al Reem, Arabian Ranches, Dubai",3,3,"2,724 sqft"
VERIFIED,SUPERAGENT,Villa,"4,000,000 AED","Noya 1, Noya, Yas Island, Abu Dhabi",4,5,"3,390 sqft"
N/A,SUPERAGENT,Apartment,"2,121,888 AED","Terra Heights, Expo City, Dubai",2,2,"1,109 sqft"
N/A,SUPERAGENT,Apartment,"1,090,000 AED","Emerald Vision Tower, Jumeirah Village Triangle, Dubai",1,2,716 sqft
VERIFIED,SUPERAGENT,Apartment,"2,300,000 AED","No.9, Dubai Marina, Dubai",1,1,908 sqft
VERIFIED,SUPERAGENT,Apartment,"21,000,000 AED","Apartment Building 1, Bluewaters Residences, Bluewaters, Dubai",4,5,"2,562 sqft"
VERIFIED,SUPERAGENT,Villa,"40,000,000 AED","Garden Homes Frond A, Garden Homes, Palm Jumeirah, Dubai",5,5,"6,699 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,975,000 AED","Noya 1, Noya, Yas Island, Abu Dhabi",3,4,"1,816 sqft"
VERIFIED,N/A,Villa,"10,499,995 AED","Al Mahra, Arabian Ranches, Dubai",5,4,"4,389 sqft"
N/A,SUPERAGENT,Apartment,"1,020,000 AED","Reem Hills, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi",1,2,786 sqft
VERIFIED,SUPERAGENT,Villa,"6,200,000 AED","Lila, Arabian Ranches 2, Dubai",4,5,"6,076 sqft"
N/A,SUPERAGENT,Apartment,"2,050,000 AED","Address Residences, Al Marjan Island, Ras Al Khaimah",1,2,659 sqft
N/A,SUPERAGENT,Apartment,"1,950,000 AED","Ellington Views II, Al Hamra Village, Ras Al Khaimah",1,2,973 sqft
N/A,SUPERAGENT,Apartment,"1,130,000 AED","Park Beach Residence 2, Park Beach Residence, Al Marjan Island, Ras Al Khaimah",studio,1,435 sqft
N/A,SUPERAGENT,Apartment,"2,758,888 AED","La Mer by Elie Saab, Al Marjan Island, Ras Al Khaimah",2,3,"1,550 sqft"
N/A,SUPERAGENT,Townhouse,"5,250,000 AED","Townhouses Area, Green Community, Dubai Investment Park (DIP), Dubai",3,4,"4,889 sqft"
VERIFIED,SUPERAGENT,Apartment,"9,600,000 AED","Marina Residences 4, Marina Residences, Palm Jumeirah, Dubai",3,5,"4,946 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,700,000 AED","Al Anbara, Shoreline Apartments, Palm Jumeirah, Dubai",2,2,"1,550 sqft"
VERIFIED,N/A,Villa,"12,000,000 AED","Meadows 5, Meadows, Dubai",5,4,"3,750 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,750,000 AED","Sunridge By Emaar, Mina Rashid, Dubai",2,3,"1,292 sqft"
VERIFIED,SUPERAGENT,Apartment,"6,600,000 AED","Tower B2, Vida Hotel, The Hills, Dubai",3,5,"1,843 sqft"
N/A,SUPERAGENT,Apartment,"623,578 AED","Ajman One - Phase 2, Ajman Downtown, Ajman",1,2,"1,210 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,260,000 AED","Golf Views, EMAAR South, Dubai South (Dubai World Central), Dubai",2,2,993 sqft
VERIFIED,SUPERAGENT,Apartment,"1,190,000 AED","Al Raha Lofts, Al Raha Beach, Abu Dhabi",1,1,"1,034 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,650,000 AED","Laurel, Central Park at City Walk, City Walk, Dubai",2,2,"1,195 sqft"
VERIFIED,SUPERAGENT,Apartment,"670,000 AED","Samana Portofino, Dubai Production City (IMPZ), Dubai",studio,1,408 sqft
VERIFIED,SUPERAGENT,Apartment,"3,800,000 AED","Vida Dubai Mall Tower 1, Vida Residences Dubai Mall, Downtown Dubai, Dubai",1,2,790 sqft
VERIFIED,SUPERAGENT,Townhouse,"1,950,000 AED","Verdana 2, Dubai Investment Park (DIP), Dubai",4,5,"3,515 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,500,000 AED","Greenview 3, EMAAR South, Dubai South (Dubai World Central), Dubai",3,4,"1,483 sqft"
N/A,N/A,Townhouse,"1,750,000 AED","Sharjah Sustainable City, Sharjah",3,4,"2,013 sqft"
VERIFIED,N/A,Apartment,"2,490,000 AED","Design Quarter Tower B, Design Quarter, Dubai Design District, Dubai",1,1,822 sqft
VERIFIED,SUPERAGENT,Apartment,"1,190,000 AED","Peninsula Three, Peninsula, Business Bay, Dubai",studio,1,412 sqft
VERIFIED,SUPERAGENT,Villa,"28,500,000 AED","Sur La Mer, La Mer, Jumeirah, Dubai",5,7+,"6,831 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,600,000 AED","Manarat Living, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi",2,3,"1,205 sqft"
N/A,SUPERAGENT,Apartment,"1,631,700 AED","Lamar Residences, Al Seef, Al Raha Beach, Abu Dhabi",2,3,"1,355 sqft"
VERIFIED,SUPERAGENT,Villa,"2,999,990 AED","Mudon Al Ranim 5, Mudon, Dubai",3,2,"2,350 sqft"
VERIFIED,N/A,Apartment,"1,099,000 AED","Urban Oasis, Business Bay, Dubai",studio,1,420 sqft
VERIFIED,N/A,Apartment,"1,599,999 AED","Creek Rise Tower 2, Creek Rise, Dubai Creek Harbour (The Lagoons), Dubai",1,1,850 sqft
VERIFIED,SUPERAGENT,Townhouse,"2,600,000 AED","Mediterranean Townhouse, Jumeirah Village Triangle, Dubai",1,2,"1,937 sqft"
N/A,SUPERAGENT,Apartment,"6,075,000 AED","Castleton, Central Park at City Walk, City Walk, Dubai",3,3,"2,256 sqft"
VERIFIED,SUPERAGENT,Apartment,"5,990,000 AED","Tower C, Damac Bay, Dubai Harbour, Dubai",2,3,"1,334 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,200,000 AED","Jumeirah Gate Tower 1, The Address Jumeirah Resort and Spa, Jumeirah Beach Residence, Dubai",1,2,742 sqft
VERIFIED,N/A,Villa,"3,175,000 AED","Springs 4, The Springs, Dubai",2,3,"1,694 sqft"
VERIFIED,N/A,Villa,"8,800,000 AED","Meadows 1, Meadows, Dubai",3,3,"3,345 sqft"
N/A,SUPERAGENT,Townhouse,"1,843,140 AED","Bloom Living, Zayed City (Khalifa City C), Khalifa City, Abu Dhabi",2,3,"1,340 sqft"
VERIFIED,N/A,Townhouse,"2,500,000 AED","Maha Townhouses, Town Square, Dubai",3,4,"2,110 sqft"
VERIFIED,N/A,Townhouse,"3,100,000 AED","La Violeta 1, Villanova, Dubai Land, Dubai",3,4,"1,985 sqft"
N/A,SUPERAGENT,Villa,"1,650,000 AED","Hayyan, Sharjah",2,4,"1,700 sqft"
N/A,SUPERAGENT,Apartment,"1,420,000 AED","Seerah, Al Mamsha, Muwaileh, Sharjah",3,4,"1,800 sqft"
N/A,SUPERAGENT,Apartment,"1,400,000 AED","The Gate, Aljada, Sharjah",2,3,"1,200 sqft"
N/A,SUPERAGENT,Villa,"4,300,000 AED","Al Reem 3, Al Reem, Arabian Ranches, Dubai",3,3,"2,436 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,999,000 AED","Elie Saab VIE Townhouses, Meydan, Dubai",4,5,"2,019 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,000,000 AED","Binghatti Heights, Jumeirah Village Circle, Dubai",1,1,644 sqft
VERIFIED,SUPERAGENT,Apartment,"750,000 AED","AZIZI Riviera 27, Meydan One, Meydan, Dubai",studio,1,378 sqft
VERIFIED,SUPERAGENT,Villa,"7,349,990 AED","Saadiyat Lagoons, Saadiyat Island, Abu Dhabi",4,5,"5,002 sqft"
VERIFIED,N/A,Villa,"6,750,000 AED","Casa, Arabian Ranches 2, Dubai",4,5,"3,247 sqft"
VERIFIED,N/A,Townhouse,"2,400,000 AED","Santorini, Damac Lagoons, Dubai",4,3,"1,550 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,125,000 AED","Reva Residences, Business Bay, Dubai",1,1,472 sqft
VERIFIED,SUPERAGENT,Apartment,"620,000 AED","Tower 108, Jumeirah Village Circle, Dubai",studio,1,432 sqft
VERIFIED,SUPERAGENT,Apartment,"895,000 AED","Aykon City Tower B, Aykon City, Business Bay, Dubai",studio,1,516 sqft
VERIFIED,SUPERAGENT,Apartment,"4,599,000 AED","Marina Vista, EMAAR Beachfront, Dubai Harbour, Dubai",2,2,"1,078 sqft"
VERIFIED,N/A,Apartment,"2,800,000 AED","Expo City Mangrove Residences, Expo City, Dubai",2,2,"1,450 sqft"
N/A,SUPERAGENT,Apartment,"681,000 AED","Ajman Creek Towers, Al Rashidiya 1, Al Rashidiya, Ajman",1,2,"1,176 sqft"
VERIFIED,SUPERAGENT,Villa,"3,000,000 AED","Mudon Al Ranim 1, Mudon, Dubai",3,3,"1,808 sqft"
VERIFIED,SUPERAGENT,Villa,"7,700,000 AED","Meadows 9, Meadows, Dubai",3,4,"5,957 sqft"
N/A,SUPERAGENT,Apartment,"710,000 AED","Viridis D, Viridis Residence and Hotel Apartments, Damac Hills 2, Dubai",1,2,748 sqft
VERIFIED,N/A,Villa,"49,950,000 AED","Sanctuary Falls, Earth, Jumeirah Golf Estates, Dubai",7,7+,"11,000 sqft"
VERIFIED,SUPERAGENT,Villa,"8,500,000 AED","Harmony 2, Harmony, Tilal Al Ghaf, Dubai",4,6,"4,650 sqft"
N/A,SUPERAGENT,Apartment,"980,000 AED","Radiant Boulevard, City Of Lights, Al Reem Island, Abu Dhabi",2,2,767 sqft
VERIFIED,SUPERAGENT,Apartment,"5,150,000 AED","Laurel, Central Park at City Walk, City Walk, Dubai",3,4,"1,632 sqft"
VERIFIED,N/A,Villa,"8,000,000 AED","Nad Al Sheba Gardens - Phase 2, Nad Al Sheba 1, Nad Al Sheba, Dubai",3,4,"4,010 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,650,000 AED","Hayat Boulevard-1A, Hayat Boulevard, Town Square, Dubai",3,3,"1,446 sqft"
N/A,SUPERAGENT,Apartment,"640,000 AED","Souks Residential, Al Mamsha, Muwaileh, Sharjah",1,1,770 sqft
VERIFIED,SUPERAGENT,Villa,"5,500,000 AED","Springs 14, The Springs, Dubai",3,2,"2,455 sqft"
VERIFIED,SUPERAGENT,Townhouse,"4,000,000 AED","West Village, Al Furjan, Dubai",4,5,"3,560 sqft"
VERIFIED,SUPERAGENT,Villa,"7,788,888 AED","Ixora, Al Barari, Dubai",4,5,"4,671 sqft"
N/A,SUPERAGENT,Townhouse,"1,900,000 AED","Marbella, Mina Al Arab, Ras Al Khaimah",2,3,"1,970 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,375,000 AED","Al Hadeel, Al Bandar, Al Raha Beach, Abu Dhabi",1,2,915 sqft
VERIFIED,SUPERAGENT,Apartment,"1,420,000 AED","Al Hadeel, Al Bandar, Al Raha Beach, Abu Dhabi",1,2,915 sqft
N/A,SUPERAGENT,Apartment,"430,000 AED","Royal Breeze 4, Royal Breeze, Al Hamra Village, Ras Al Khaimah",studio,1,451 sqft
VERIFIED,SUPERAGENT,Apartment,"2,849,000 AED","Upper House East, Upper House, Jumeirah Lake Towers, Dubai",2,3,"1,271 sqft"
VERIFIED,SUPERAGENT,Villa,"9,600,000 AED","Legacy, Jumeirah Park, Dubai",4,5,"4,550 sqft"
N/A,SUPERAGENT,Apartment,"889,000 AED","Reeman Living II, Al Shamkha, Abu Dhabi",2,2,795 sqft
N/A,N/A,Villa,"1,450,000 AED","Al Zaheya Gardens, Al Zahya, Ajman",5,7,"3,014 sqft"
N/A,SUPERAGENT,Apartment,"635,000 AED","Royal breeze 2, Royal Breeze, Al Hamra Village, Ras Al Khaimah",1,1,713 sqft
VERIFIED,N/A,Villa,"3,000,000 AED","La Rosa 5, Villanova, Dubai Land, Dubai",3,4,"1,952 sqft"
VERIFIED,SUPERAGENT,Apartment,"5,350,000 AED","Grand Bleu Tower 1, EMAAR Beachfront, Dubai Harbour, Dubai",2,3,"1,317 sqft"
N/A,SUPERAGENT,Apartment,"2,349,589 AED","The Beach Vista, Al Marjan Island, Ras Al Khaimah",1,2,831 sqft
N/A,SUPERAGENT,Apartment,"2,500,000 AED","Danah Bay, Al Marjan Island, Ras Al Khaimah",1,2,933 sqft
N/A,SUPERAGENT,Apartment,"2,760,000 AED","Rosso Bay Residence, Al Marjan Island, Ras Al Khaimah",2,2,"1,262 sqft"
N/A,SUPERAGENT,Apartment,"2,280,000 AED","Ellington Views I, Al Hamra Village, Ras Al Khaimah",1,1,"1,104 sqft"
N/A,SUPERAGENT,Apartment,"5,300,000 AED","JW Marriott Residences, Al Marjan Island, Ras Al Khaimah",2,3,"1,112 sqft"
N/A,SUPERAGENT,Apartment,"1,710,000 AED","Rosso Bay Residence, Al Marjan Island, Ras Al Khaimah",1,2,876 sqft
N/A,SUPERAGENT,Townhouse,"3,779,000 AED","Falcon Island North, Falcon Island, Al Hamra Village, Ras Al Khaimah",3,3,"1,981 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,900,000 AED","Park Residence 1, Park Residences, DAMAC Hills, Dubai",3,3,"1,763 sqft"
N/A,SUPERAGENT,Apartment,"734,900 AED","One Central, RAK Central, Ras Al Khaimah",studio,1,390 sqft
N/A,SUPERAGENT,Apartment,"650,000 AED","AZIZI Riviera, Meydan One, Meydan, Dubai",studio,1,316 sqft
N/A,SUPERAGENT,Townhouse,"1,700,000 AED","Al Zahia 4, Al Zahia, Muwaileh Commercial, Sharjah",3,4,"1,650 sqft"
N/A,N/A,Townhouse,"1,850,000 AED","Violet 4, Damac Hills 2, Dubai",4,4,"2,415 sqft"
N/A,SUPERAGENT,Townhouse,"1,300,000 AED","Amargo, Damac Hills 2, Dubai",3,3,"1,576 sqft"
N/A,SUPERAGENT,Townhouse,"1,249,998 AED","Mimosa, Damac Hills 2, Dubai",3,3,"1,562 sqft"
VERIFIED,N/A,Villa,"11,000,000 AED","Legacy, Jumeirah Park, Dubai",5,5,"8,977 sqft"
VERIFIED,N/A,Villa,"7,800,000 AED","Regional, Jumeirah Park, Dubai",3,3,"7,509 sqft"
VERIFIED,N/A,Villa,"5,200,000 AED","Royal Park, Jumeirah Park, Dubai",4,3,"2,063 sqft"
N/A,SUPERAGENT,Villa,"3,595,000 AED","Reportage Hills, Dubai Land, Dubai",4,5,"2,335 sqft"
N/A,SUPERAGENT,Townhouse,"3,690,000 AED","Reportage Hills, Dubai Land, Dubai",4,5,"2,335 sqft"
VERIFIED,N/A,Apartment,"1,600,000 AED","UPSIDE Living, Business Bay, Dubai",studio,1,473 sqft
VERIFIED,N/A,Apartment,"1,900,000 AED","Aykon City Tower C, Aykon City, Business Bay, Dubai",2,2,857 sqft
N/A,SUPERAGENT,Villa,"3,900,000 AED","Granada, Mina Al Arab, Ras Al Khaimah",4,6,"4,300 sqft"
VERIFIED,N/A,Apartment,"595,000 AED","Villa Myra, Jumeirah Village Circle, Dubai",studio,1,603 sqft
N/A,SUPERAGENT,Villa,"6,500,000 AED","Seef Al Jubail, Al Jubail Island, Abu Dhabi",4,6,"5,088 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,550,000 AED","Marina Vista, EMAAR Beachfront, Dubai Harbour, Dubai",1,1,741 sqft
VERIFIED,SUPERAGENT,Townhouse,"3,009,999 AED","Bliss, Arabian Ranches 3, Dubai",3,4,"1,270 sqft"
VERIFIED,N/A,Villa,"6,000,000 AED","Maple 3, Maple at Dubai Hills Estate, Dubai Hills Estate, Dubai",4,4,"2,462 sqft"
N/A,SUPERAGENT,Apartment,"2,400,000 AED","Nouran Living, Saadiyat Island, Abu Dhabi",2,3,"1,176 sqft"
VERIFIED,SUPERAGENT,Villa,"69,000,000 AED","Garden Homes Frond L, Garden Homes, Palm Jumeirah, Dubai",4,6,"7,400 sqft"
VERIFIED,SUPERAGENT,Duplex,"3,400,000 AED","Loreto 1 A, Loreto, DAMAC Hills, Dubai",3,4,"3,361 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,300,000 AED","Arabella Townhouses 1, Arabella Townhouses, Mudon, Dubai",3,4,"2,010 sqft"
VERIFIED,SUPERAGENT,Apartment,"550,000 AED","Azizi Mirage, Dubai Studio City, Dubai",studio,1,358 sqft
VERIFIED,SUPERAGENT,Townhouse,"2,400,000 AED","Maha Townhouses, Town Square, Dubai",3,4,"1,904 sqft"
VERIFIED,N/A,Villa,"11,000,000 AED","Meadows 9, Meadows, Dubai",4,5,"6,551 sqft"
VERIFIED,SUPERAGENT,Apartment,Ask for price,"Bulgari Resort & Residences, Jumeirah Bay Island, Jumeirah, Dubai",3,4,"3,168 sqft"
N/A,SUPERAGENT,Townhouse,"2,624,000 AED","Reportage Village Khalifa City, Khalifa City, Abu Dhabi",4,7,"4,075 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,230,000 AED","Azizi Aliyah, Al Jaddaf, Dubai",1,2,864 sqft
N/A,SUPERAGENT,Townhouse,"2,372,000 AED","Violet 3, Damac Hills 2, Dubai",4,4,"1,832 sqft"
VERIFIED,SUPERAGENT,Apartment,"645,000 AED","Bloom Heights A, Bloom Heights, Jumeirah Village Circle, Dubai",studio,1,376 sqft
VERIFIED,SUPERAGENT,Townhouse,"4,300,000 AED","West Village, Al Furjan, Dubai",4,4,"3,142 sqft"
VERIFIED,SUPERAGENT,Apartment,"685,000 AED","Golf Views Seven City, Jumeirah Lake Towers, Dubai",studio,1,396 sqft
VERIFIED,N/A,Townhouse,"2,350,000 AED","Nice, Damac Lagoons, Dubai",4,4,"1,542 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,200,000 AED","Savannah, Town Square, Dubai",2,3,959 sqft
VERIFIED,SUPERAGENT,Apartment,"900,000 AED","ORA By Nshama Properties, Town Square, Dubai",1,2,623 sqft
VERIFIED,N/A,Townhouse,"5,500,000 AED","Al Reem 2, Al Reem, Arabian Ranches, Dubai",3,3,"2,824 sqft"
VERIFIED,N/A,Villa,"6,400,000 AED","Palmera 1, Palmera, Arabian Ranches, Dubai",3,4,"2,936 sqft"
VERIFIED,N/A,Apartment,"1,000,000 AED","Boutique XII, Culture Village, Dubai",1,1,444 sqft
N/A,SUPERAGENT,Apartment,"1,268,331 AED","Rivage by Deeyar, Al Reem Island, Abu Dhabi",1,2,801 sqft
N/A,SUPERAGENT,Apartment,"2,560,000 AED","Renad Tower, Al Reem Island, Abu Dhabi",3,4,"1,755 sqft"
N/A,SUPERAGENT,Apartment,"1,604,706 AED","Renad Tower, Al Reem Island, Abu Dhabi",2,3,"1,132 sqft"
N/A,SUPERAGENT,Townhouse,"2,000,000 AED","Robinia, Masaar, Tilal City, Sharjah",3,4,"2,591 sqft"
VERIFIED,SUPERAGENT,Villa,"3,640,000 AED","Portofino, Damac Lagoons, Dubai",5,6,"2,363 sqft"
VERIFIED,N/A,Villa,"13,500,000 AED","Mirador La Coleccion 2, Mirador La Coleccion, Arabian Ranches, Dubai",5,4,"4,550 sqft"
VERIFIED,N/A,Villa,"16,800,000 AED","Alvorada 4, Alvorada, Arabian Ranches, Dubai",5,6,"5,000 sqft"
VERIFIED,N/A,Villa,"8,500,000 AED","Jumeirah Luxury, Jumeirah Golf Estates, Dubai",4,4,"3,516 sqft"
VERIFIED,SUPERAGENT,Villa,"7,900,000 AED","Harmony 1, Harmony, Tilal Al Ghaf, Dubai",4,5,"3,800 sqft"
VERIFIED,SUPERAGENT,Villa,"22,000,000 AED","Meadows 5, Meadows, Dubai",5,5,"4,300 sqft"
VERIFIED,N/A,Townhouse,"2,300,000 AED","Nice, Damac Lagoons, Dubai",4,3,"1,550 sqft"
N/A,SUPERAGENT,Townhouse,"1,314,000 AED","Verdana Residence, Dubai Investment Park (DIP), Dubai",4,6,"3,335 sqft"
N/A,SUPERAGENT,Townhouse,"1,019,000 AED","Verdana, Dubai Investment Park (DIP), Dubai",2,3,"1,801 sqft"
N/A,SUPERAGENT,Townhouse,"1,019,000 AED","Verdana Residence, Dubai Investment Park (DIP), Dubai",2,3,"1,801 sqft"
N/A,SUPERAGENT,Townhouse,"1,314,000 AED","Verdana, Dubai Investment Park (DIP), Dubai",4,6,"3,334 sqft"
N/A,SUPERAGENT,Apartment,"590,000 AED","Verdana Residence, Dubai Investment Park (DIP), Dubai",2,3,"1,089 sqft"
